track_name,latitude,longitude,color
CDT,31.495377,-108.222014,#00AA00
CDT,31.4955907,-108.2226187,#00AA00
CDT,31.4966649,-108.2255403,#00AA00
CDT,31.4968698,-108.2261205,#00AA00
CDT,31.4969839,-108.2263746,#00AA00
CDT,31.4971332,-108.2267797,#00AA00
CDT,31.4971362,-108.2268586,#00AA00
CDT,31.4971771,-108.2269719,#00AA00
CDT,31.497426,-108.2274937,#00AA00
CDT,31.4983304,-108.2290408,#00AA00
CDT,31.4981794,-108.2295995,#00AA00
CDT,31.4982754,-108.2299909,#00AA00
CDT,31.4984857,-108.2302631,#00AA00
CDT,31.4986855,-108.2305748,#00AA00
CDT,31.4994018,-108.2316924,#00AA00
CDT,31.4995482,-108.2319464,#00AA00
CDT,31.4997184,-108.2323406,#00AA00
CDT,31.4998778,-108.2329742,#00AA00
CDT,31.5001552,-108.2338189,#00AA00
CDT,31.5003311,-108.2343142,#00AA00
CDT,31.5004532,-108.2347827,#00AA00
CDT,31.5005319,-108.2351954,#00AA00
CDT,31.5006373,-108.2358635,#00AA00
CDT,31.5010949,-108.2369772,#00AA00
CDT,31.5012915,-108.2375331,#00AA00
CDT,31.5014033,-108.2378026,#00AA00
CDT,31.5014861,-108.2380672,#00AA00
CDT,31.5015606,-108.238174,#00AA00
CDT,31.5016289,-108.2383852,#00AA00
CDT,31.5021264,-108.2393015,#00AA00
CDT,31.5022931,-108.2395366,#00AA00
CDT,31.5027027,-108.2405777,#00AA00
CDT,31.5028871,-108.2408489,#00AA00
CDT,31.5029544,-108.2409433,#00AA00
CDT,31.5029573,-108.2410326,#00AA00
CDT,31.5029763,-108.2411836,#00AA00
CDT,31.5030188,-108.2413055,#00AA00
CDT,31.5030911,-108.2413722,#00AA00
CDT,31.5030591,-108.241456,#00AA00
CDT,31.5031315,-108.2414827,#00AA00
CDT,31.5032795,-108.2415422,#00AA00
CDT,31.503436,-108.2416119,#00AA00
CDT,31.5035457,-108.2416651,#00AA00
CDT,31.5037052,-108.2417664,#00AA00
CDT,31.5038179,-108.2418436,#00AA00
CDT,31.5038955,-108.2419312,#00AA00
CDT,31.5039482,-108.2420324,#00AA00
CDT,31.5039775,-108.2421492,#00AA00
CDT,31.503998,-108.2423019,#00AA00
CDT,31.5040097,-108.2424375,#00AA00
